,Storename,ds,yhat,yhat_lower,yhat_upper
0,Westheimer Commons,2021-03-11,10.981318965946446,4.155039923053353,17.200784700090274
1,Westheimer Commons,2021-03-12,8.997123124879609,2.4137062910372724,15.263115456435994
2,Westheimer Commons,2021-03-13,7.012927283812776,0.24645940606723876,13.870654908811698
3,Westheimer Commons,2021-03-14,5.02873144274594,-1.6435738493845913,11.904778076861074
4,Westheimer Commons,2021-03-15,3.0445356016791063,-3.7163526131510185,9.841367595002573
5,Westheimer Commons,2021-03-16,1.0603397606122695,-5.430574607665552,7.34879517327141
6,Westheimer Commons,2021-03-17,-0.9238560804545637,-7.683852910617024,6.031774036012047
7,Westheimer Commons,2021-03-18,-2.908051921521401,-9.867122554161536,3.576231900965328
8,Westheimer Commons,2021-03-19,-4.892247762588237,-11.104909454427652,1.566645214612213
