,Storename,ds,yhat,yhat_lower,yhat_upper
0,Phenix City,2021-03-11,13.297254013608104,8.378727431498477,18.51441831092112
1,Phenix City,2021-03-12,13.295806311056,8.46322314284933,18.22681171817633
2,Phenix City,2021-03-13,13.294358608503893,8.113966408827029,18.342232142532392
3,Phenix City,2021-03-14,13.292910905951787,8.252512594787476,17.973887247242576
4,Phenix City,2021-03-15,13.291463203399683,8.38895823815705,17.887136576720323
5,Phenix City,2021-03-16,13.290015500847577,8.327864703789132,18.345262499673446
6,Phenix City,2021-03-17,13.288567798295471,8.125980872335516,18.04408643675735
7,Phenix City,2021-03-18,13.287120095743367,8.47285584752995,18.140122016679253
8,Phenix City,2021-03-19,13.285672393191263,8.483253413507134,18.29890060220969
