,Storename,ds,yhat,yhat_lower,yhat_upper
0,2nd Ave,2021-03-11,17.926195712876,9.491919859273851,26.350438847406178
1,2nd Ave,2021-03-12,15.901510952553384,7.792450443640142,24.68973655095788
2,2nd Ave,2021-03-13,13.876826192230766,4.526519392892116,22.995320802688763
3,2nd Ave,2021-03-14,11.852141431908152,3.307800626524796,20.881590841483767
4,2nd Ave,2021-03-15,9.827456671585532,1.0832482069256106,19.05971702161598
5,2nd Ave,2021-03-16,7.8027719112629175,-0.5266448326064974,17.017133242715886
6,2nd Ave,2021-03-17,5.778087150940298,-3.348385792899453,14.315359118630392
7,2nd Ave,2021-03-18,3.7534023906176825,-5.184350365106087,12.793976938626724
8,2nd Ave,2021-03-19,1.728717630295068,-6.837899284179211,10.530568581426733
